id,mean_AU01_r,mean_AU02_r,mean_AU04_r,mean_AU05_r,mean_AU06_r,mean_AU07_r,mean_AU09_r,mean_AU10_r,mean_AU12_r,mean_AU14_r,mean_AU15_r,mean_AU17_r,mean_AU20_r,mean_AU23_r,mean_AU25_r,mean_AU26_r,mean_AU45_r,mean_AU01_c,mean_AU02_c,mean_AU04_c,mean_AU05_c,mean_AU06_c,mean_AU07_c,mean_AU09_c,mean_AU10_c,mean_AU12_c,mean_AU14_c,mean_AU15_c,mean_AU17_c,mean_AU20_c,mean_AU23_c,mean_AU25_c,mean_AU26_c,mean_AU45_c,mean_gaze_0_x,mean_gaze_0_y,mean_gaze_0_z,mean_gaze_1_x,mean_gaze_1_y,mean_gaze_1_z,mean_gaze_angle_x,mean_gaze_angle_y,std_AU01_r,std_AU02_r,std_AU04_r,std_AU05_r,std_AU06_r,std_AU07_r,std_AU09_r,std_AU10_r,std_AU12_r,std_AU14_r,std_AU15_r,std_AU17_r,std_AU20_r,std_AU23_r,std_AU25_r,std_AU26_r,std_AU45_r,std_AU01_c,std_AU02_c,std_AU04_c,std_AU05_c,std_AU06_c,std_AU07_c,std_AU09_c,std_AU10_c,std_AU12_c,std_AU14_c,std_AU15_c,std_AU17_c,std_AU20_c,std_AU23_c,std_AU25_c,std_AU26_c,std_AU45_c,std_gaze_0_x,std_gaze_0_y,std_gaze_0_z,std_gaze_1_x,std_gaze_1_y,std_gaze_1_z,std_gaze_angle_x,std_gaze_angle_y
7h5u_Stroop,0.342466667,0.1673,0.087866667,0.073633333,0.369666667,1.103566667,0.147633333,0.1679,0.426733333,0.5587,0.173,0.454,0.063366667,0.277833333,0.5566,0.4485,0.2044,0.15,0.29,0,0.066666667,0.463333333,0.97,0.02,0.79,0.856666667,0.936666667,0.033333333,0.14,0.003333333,0.23,0.323333333,0.126666667,0.253333333,0.072559417,0.296593187,-0.948831927,-0.080645093,0.310974597,-0.943181797,-0.00467,0.310793333,0.586253836,0.339662005,0.152102705,0.157500753,0.331541281,0.530868172,0.368894306,0.228389571,0.384200506,0.368782653,0.245911722,0.375748083,0.087814407,0.498082919,0.45219913,0.412776815,0.323101566,0.357668032,0.454520218,0,0.249860608,0.499486916,0.170872246,0.140233918,0.407988786,0.35099794,0.24396849,0.179805419,0.347566793,0.057735027,0.421535654,0.468530281,0.333154913,0.435646856,0.05679027,0.053648073,0.020100788,0.062288376,0.051926948,0.025438824,0.058620779,0.053623461
7h5u_Video1,0.156344828,0.117206897,0.258793103,0.062816092,0.982793103,2.252,0.201896552,0.418988506,1.021586207,1.209425287,0.23937931,0.322770115,0.115287356,0.065850575,0.711770115,0.467413793,0.140977011,0.071264368,0.229885057,0.006896552,0.37816092,0.508045977,1,0.272413793,0.424137931,0.76091954,1,0.232183908,0.290804598,0.117241379,0.990804598,0.244827586,0.103448276,0.101149425,0.124297489,0.347395061,-0.925841114,-0.03341634,0.354323223,-0.931906737,0.049037931,0.361278161,0.292344549,0.287877661,0.164980847,0.144892328,1.220842261,1.462608811,0.425761311,0.589163271,0.983317353,0.713561315,0.354198661,0.265457947,0.206815624,0.119310064,1.051295477,0.40872121,0.274625112,0.25741391,0.421000765,0.082806224,0.48520701,0.500222825,0,0.445457744,0.494495714,0.426767312,0,0.422468567,0.454394774,0.32189274,0.09550566,0.43023226,0.304718654,0.301699922,0.067084192,0.040702115,0.023147517,0.057089036,0.037301575,0.015598254,0.049060773,0.040326126
7h5u_Video2,0.366762712,0.307661017,0.164661017,0.09240678,0.131338983,0.725355932,0.179050847,0.137627119,0.042932203,0.349355932,0.324305085,0.381525424,0.105338983,0.31079661,0.357050847,0.344864407,0.397050847,0.3,0.425423729,0.116949153,0.5,0.049152542,0.769491525,0.116949153,0.111864407,0.228813559,0.796610169,0.216949153,0.106779661,0.071186441,0.510169492,0.137288136,0.042372881,0.216949153,0.09011021,0.331437231,-0.866451437,-0.03755879,0.333605958,-0.867111969,0.027827119,0.347269492,0.569554255,0.693582727,0.175925794,0.228854023,0.275171322,0.516741908,0.379617958,0.234597072,0.127479332,0.355263013,0.58798881,0.418463977,0.196522752,0.650482811,0.49083531,0.631102115,0.64193583,0.458646418,0.494826622,0.321632372,0.500424268,0.216369866,0.421515673,0.321632372,0.315467016,0.420425384,0.402861624,0.412517445,0.309094964,0.257354206,0.500320751,0.344443305,0.201609306,0.412517445,0.147205525,0.115585224,0.209411881,0.156860261,0.120304015,0.209602838,0.16121385,0.124230481
7m3c_Breathing,0.185044444,0.090588889,1.755188889,0.129222222,0.236533333,0.133577778,0.034444444,0.684177778,0.193,0.4487,0.129933333,0.2419,0.080922222,0.092233333,0.207911111,0.1885,0.141322222,0.088888889,0.104444444,0.098888889,0.41,0,0,0,0,0,0.28,0.018888889,0.075555556,0.025555556,0.703333333,0.112222222,0,0.208888889,0.135828958,0.47060915,-0.866541183,-0.064940644,0.445267793,-0.887847758,0.040572222,0.480907778,0.269123941,0.182434372,0.282910481,0.364175292,0.226911321,0.197905269,0.063589533,0.23410562,0.228157245,0.352469406,0.206171727,0.189773154,0.151522986,0.16434388,0.2324969,0.190590894,0.210002719,0.284741533,0.306006285,0.298678753,0.492106774,0,0,0,0,0,0.449248538,0.136208344,0.264432614,0.157892905,0.457042288,0.315815162,0,0.406740877,0.070296548,0.05908206,0.027601934,0.077387723,0.052180965,0.023328971,0.078723848,0.059388292
7m3c_Counting1,0.244833333,0.1017,2.018133333,0.151133333,0.583933333,0.3711,0.064933333,0.8364,0.642066667,0.6747,0.162833333,0.417866667,0.096133333,0.183966667,0.4153,0.258466667,0.2038,0.07,0.24,0.363333333,0.363333333,0.016666667,0,0.046666667,0,0.056666667,0.443333333,0,0.176666667,0.023333333,0.35,0.326666667,0,0.18,0.060006193,0.417559797,-0.899590897,-0.123194057,0.404306563,-0.89817339,-0.034523333,0.428406667,0.334745407,0.21025413,0.296731102,0.320670361,0.292719681,0.269644489,0.140063276,0.244294849,0.313738482,0.400037929,0.241388761,0.349990132,0.173105751,0.33027798,0.365089777,0.23663114,0.30133964,0.255573328,0.42779672,0.481763298,0.481763298,0.128232996,0,0.211276315,0,0.231590882,0.497608551,0,0.382023597,0.151212122,0.477766543,0.469777812,0,0.384829372,0.075494727,0.07786756,0.032544268,0.091112578,0.072186796,0.034358764,0.087857266,0.07933803
7m3c_Counting2,0.140266667,0.0937,1.8146,0.094833333,0.623633333,0.232033333,0.0614,1.096633333,0.653666667,0.6689,0.159566667,0.426633333,0.087966667,0.1495,0.334933333,0.2549,0.210066667,0.073333333,0.25,0.673333333,0.316666667,0.013333333,0,0,0.016666667,0.026666667,0.43,0.026666667,0.206666667,0.163333333,0.04,0.146666667,0.213333333,0.4,-0.010188233,0.407259283,-0.904804877,-0.18260948,0.418565783,-0.87980693,-0.10727,0.432756667,0.209317881,0.196097316,0.277364882,0.223806322,0.327100057,0.248402654,0.115758542,0.285296886,0.352064939,0.335073181,0.226372024,0.338584994,0.137372132,0.237011952,0.297301682,0.225823628,0.282986927,0.261118425,0.433736199,0.469777812,0.465953429,0.114889312,0,0,0.128232996,0.161376465,0.495902947,0.161376465,0.405590806,0.370287183,0.196286597,0.354364411,0.410345587,0.490716492,0.093616555,0.076622671,0.027937727,0.099723969,0.077594323,0.038582886,0.101984311,0.080678462
7m3c_Counting3,0.1752,0.062133333,1.959166667,0.140466667,0.427433333,0.2133,0.088066667,1.3352,0.652266667,0.681933333,0.145,0.428633333,0.1201,0.251766667,0.3632,0.306566667,0.2565,0.056666667,0.31,0.756666667,0.363333333,0.016666667,0,0.073333333,0.033333333,0.086666667,0.21,0.033333333,0.21,0.223333333,0.106666667,0.153333333,0.14,0.31,-0.032653097,0.356124663,-0.921788207,-0.19930245,0.365563463,-0.894394683,-0.125333333,0.37712,0.253928913,0.133324292,0.495604397,0.314717767,0.332480913,0.245299851,0.188195787,0.41381126,0.470687459,0.558712922,0.186831529,0.296904541,0.221921504,0.416358492,0.340673777,0.308998618,0.386403644,0.231590882,0.463265998,0.429811605,0.481763298,0.128232996,0,0.261118425,0.179805419,0.281816057,0.407988786,0.179805419,0.407988786,0.417175832,0.309204756,0.360910529,0.347566793,0.463265998,0.116117449,0.089482677,0.031623549,0.126903948,0.09462771,0.041597157,0.128788472,0.095557468
7m3c_Math,0.488766667,0.072033333,1.853266667,0.0456,0.166566667,0.321033333,0.069166667,1.047,0.224833333,0.4813,0.173266667,0.487033333,0.1298,0.1324,0.577,0.379433333,0.1908,0.163333333,0.08,0.52,0.633333333,0,0.016666667,0.336666667,0,0,0.046666667,0.04,0.453333333,0.24,0.21,0.433333333,0.076666667,0.433333333,0.06997459,0.364849097,-0.91709565,-0.085945993,0.366851247,-0.918143623,-0.007706667,0.379353333,0.60174452,0.134007683,0.499221463,0.094550371,0.159419554,0.33408378,0.134018065,0.507572424,0.189892521,0.322842688,0.233633497,0.412939781,0.21247851,0.218606655,0.542162461,0.36992182,0.307999305,0.370287183,0.271746488,0.500434594,0.482699581,0,0.128232996,0.473359398,0,0,0.211276315,0.196286597,0.498649235,0.42779672,0.407988786,0.496363588,0.266506362,0.496363588,0.121114064,0.072641185,0.032386512,0.101111866,0.064599293,0.026445937,0.117621242,0.072611868
7m3c_Reading,0.2092,0.1276,1.679066667,0.210366667,0.2601,0.461466667,0.213766667,0.5763,0.255266667,0.776266667,0.173466667,0.5431,0.171366667,0.222966667,0.3583,0.315,0.147633333,0.01,0.126666667,0.193333333,0.043333333,0,0.02,0.133333333,0,0.02,0.256666667,0.03,0.15,0.06,0.433333333,0.14,0,0.403333333,0.071752223,0.443255227,-0.8771814,-0.126075277,0.423615523,-0.879537513,-0.02889,0.456913333,0.276461202,0.214284779,0.280977383,0.50869056,0.209603041,0.482926401,0.438573408,0.317946973,0.325843791,0.364954841,0.233485977,0.534410615,0.320293238,0.356853865,0.295516288,0.259730372,0.190224473,0.099664991,0.333154913,0.395571923,0.203946569,0,0.140233918,0.340502612,0,0.140233918,0.437523689,0.170872246,0.357668032,0.237883645,0.496363588,0.347566793,0,0.491386227,0.148577446,0.077529347,0.030658759,0.155007613,0.073987159,0.04087937,0.164479125,0.075076366
7m3c_Relax,0.1112,0.058946667,2.136666667,0.055733333,0.010026667,0.004013333,0.027973333,0.46044,0.038906667,0.15224,0.086813333,0.25004,0.080053333,0.064933333,0.231653333,0.26616,0.11656,0.022666667,0.044,0.396,0.405333333,0,0,0.001333333,0,0,0.04,0.014666667,0.118666667,0.021333333,0.297333333,0.058666667,0.004,0.004,0.077187007,0.437896323,-0.893678392,-0.069842523,0.423188104,-0.900923456,0.004114667,0.44738,0.184237033,0.128719004,0.210426697,0.131659566,0.066519414,0.02507718,0.050266572,0.143204573,0.106947596,0.18367934,0.122504374,0.216942274,0.128754939,0.130822328,0.253302222,0.245497073,0.18681622,0.148937791,0.205231967,0.489390782,0.491284068,0,0,0.036514837,0,0,0.19608995,0.120294846,0.323611683,0.144589408,0.457389508,0.235156587,0.063161057,0.063161057,0.049712546,0.030860685,0.014458539,0.057264572,0.030000973,0.014047288,0.055932538,0.032035709
7m3c_Speaking,0.2712,0.130433333,1.687766667,0.1514,0.533466667,0.361166667,0.185033333,0.8653,0.665733333,0.754033333,0.274933333,0.498033333,0.2315,0.247266667,0.4435,0.433333333,0.2462,0.116666667,0.106666667,0.466666667,0.093333333,0,0.026666667,0.17,0.043333333,0.083333333,0.44,0.086666667,0.14,0.2,0.136666667,0.22,0.166666667,0.526666667,0.06812804,0.440196353,-0.87872543,-0.114627633,0.4394715,-0.875683903,-0.02533,0.46438,0.345623222,0.256800768,0.32296082,0.316253211,0.391061477,0.333722752,0.338464463,0.305303583,0.477955997,0.437276535,0.387270263,0.410229317,0.421396091,0.433881751,0.393685209,0.427527959,0.370765582,0.321559051,0.309204756,0.499721215,0.291385037,0,0.161376465,0.376260424,0.203946569,0.276847196,0.497216331,0.281816057,0.347566793,0.400668338,0.344069035,0.414938445,0.373300683,0.500122616,0.148675929,0.076243404,0.040101858,0.143997132,0.069321291,0.038110347,0.160756181,0.073250354
7m3c_Stroop,0.1063,0.059966667,2.3621,0.095533333,0.1487,0.036133333,0.041266667,0.953933333,0.308133333,0.351866667,0.139033333,0.449833333,0.093266667,0.094233333,0.2902,0.166533333,0.1136,0.016666667,0.033333333,0.566666667,0.836666667,0,0,0,0,0,0.003333333,0.07,0.24,0.08,0.24,0.113333333,0,0.023333333,0.10314292,0.38883017,-0.914148087,-0.06196924,0.358859177,-0.930285347,0.02238,0.38511,0.134350824,0.107262995,0.281002607,0.257410664,0.246110839,0.081119151,0.073218386,0.193832658,0.260966525,0.251359878,0.217798499,0.291458629,0.136969087,0.128793263,0.246684964,0.13470387,0.150774056,0.128232996,0.179805419,0.496363588,0.370287183,0,0,0,0,0,0.057735027,0.255573328,0.42779672,0.271746488,0.42779672,0.317529482,0,0.151212122,0.044287857,0.020669624,0.011205897,0.037271762,0.021667485,0.009844979,0.041452745,0.020405699
7m3c_Video1,0.32191954,0.134701149,2.000103448,0.118597701,0.619586207,0.051781609,0.060873563,0.825724138,0.766,1.090448276,0.169045977,0.245367816,0.11354023,0.288206897,0.387287356,0.265310345,0.148942529,0.237931034,0.197701149,0.187356322,0.68045977,0.074712644,0,0.086206897,0,0.083908046,0.681609195,0.044827586,0.111494253,0.220689655,0.563218391,0.216091954,0.048275862,0.186206897,0.091638572,0.422611055,-0.896547885,-0.071684947,0.401402802,-0.908845407,0.011541379,0.428206897,0.484208742,0.304206929,0.45250904,0.354058646,0.561904794,0.134749217,0.14021903,0.369095704,0.673254706,0.746521758,0.25342648,0.208710856,0.18518891,0.490861251,0.449706973,0.24803176,0.23730901,0.426061628,0.398494581,0.390421742,0.466566698,0.263078347,0,0.280830764,0,0.277409338,0.466119977,0.207044311,0.314924247,0.41495017,0.49627263,0.411814465,0.214471851,0.389497453,0.076998552,0.050640112,0.026861592,0.074995662,0.041276946,0.020441345,0.080604234,0.049435371
7m3c_Video2,0.174830508,0.067728814,2.160220339,0.080152542,0.134050847,0.003949153,0.046491525,0.735525424,0.20979661,0.430152542,0.102389831,0.296677966,0.104847458,0.151,0.24320339,0.238457627,0.117949153,0.076271186,0.061016949,0.201694915,0.96779661,0,0,0,0,0,0.320338983,0.010169492,0.091525424,0.252542373,0.376271186,0.098305085,0,0.084745763,0.071778593,0.396524849,-0.911281514,-0.072292685,0.374242205,-0.92126278,5.08E-05,0.398145763,0.259963211,0.149701211,0.285690036,0.211311236,0.205136993,0.023479156,0.088982529,0.188451771,0.197179499,0.347832206,0.138450866,0.239110153,0.174232911,0.260072832,0.237147184,0.220054386,0.185208635,0.26565675,0.239564509,0.401606082,0.176689687,0,0,0,0,0,0.467002747,0.100414954,0.288599531,0.434839288,0.484860431,0.297979344,0,0.278739315,0.068813852,0.044520715,0.021831548,0.063055905,0.041615324,0.017138901,0.069297034,0.045360609
8g4y_Breathing,0.0539,0.0531,0.317044444,0.029655556,0.438322222,0.314433333,0.022177778,0.144377778,0.3568,1.204211111,0.070566667,0.292788889,0.091211111,0.031488889,0.248844444,0.192333333,0.274888889,0,0,0,0.337777778,0.024444444,0,0,0.031111111,0.245555556,1,0,0.021111111,0,0.54,0.015555556,0.013333333,0.166666667,0.275768879,0.137005708,-0.950351241,0.15105031,0.09240428,-0.982904283,0.217305556,0.118011111,0.07760465,0.11032287,0.215768122,0.063292963,0.153401066,0.203766019,0.044608438,0.156733024,0.272696305,0.251891046,0.089577,0.207331421,0.155411041,0.053933227,0.288565163,0.173174573,0.515628162,0,0,0,0.473215347,0.154510322,0,0,0.173714535,0.430655426,0,0,0.143834694,0,0.49867455,0.123816858,0.114761444,0.372885212,0.028423261,0.033065341,0.010701796,0.03308985,0.037402015,0.007307752,0.026969949,0.035021079
8g4y_Counting1,0.175933333,0.1149,0.1197,0.044666667,1.6037,0.853633333,0.055866667,1.969066667,1.8803,2.261433333,0.146566667,0.312266667,0.115366667,0.089466667,1.054333333,0.387566667,0.277,0.04,0.19,0,0,0.896666667,0.026666667,0.053333333,1,1,1,0.016666667,0.26,0.046666667,0.736666667,0.413333333,0.09,0.026666667,0.293760527,0.099849763,-0.948233377,0.15276696,0.064346317,-0.983701797,0.227126667,0.084733333,0.256511447,0.263925201,0.130110231,0.108831843,0.654616212,0.488154465,0.11069973,0.529207582,0.765505654,0.426114449,0.238408629,0.208912286,0.207092144,0.161273306,0.956378283,0.308892312,0.329454297,0.196286597,0.392956379,0,0,0.304902346,0.161376465,0.225072762,0,0,0,0.128232996,0.439367134,0.211276315,0.441177607,0.493254385,0.286659926,0.161376465,0.033264627,0.057805861,0.01247337,0.034897009,0.059846504,0.008331172,0.025589451,0.059392202
8g4y_Counting2,0.281333333,0.169266667,0.046266667,0.0655,1.5735,0.9491,0.071066667,1.9446,1.836133333,2.277433333,0.141933333,0.3533,0.095533333,0.147533333,0.825533333,0.349533333,0.3189,0.113333333,0.213333333,0,0,0.86,0.123333333,0.1,1,1,1,0.013333333,0.153333333,0.043333333,0.97,0.386666667,0.106666667,0.13,0.294100027,0.109151163,-0.946972387,0.163462573,0.092489823,-0.98003535,0.23305,0.104106667,0.410136068,0.335099639,0.124218206,0.181938879,0.574756092,0.532561354,0.131060234,0.408789108,0.669927652,0.38013518,0.228959247,0.284086478,0.165286967,0.330547203,0.758377988,0.306548019,0.434205294,0.317529482,0.410345587,0,0,0.347566793,0.329368843,0.300501253,0,0,0,0.114889312,0.360910529,0.203946569,0.170872246,0.487799875,0.309204756,0.336865345,0.046616327,0.049706708,0.014382311,0.04981342,0.041448405,0.008438618,0.044962721,0.04391039
8g4y_Counting3,0.6205,0.2227,1.170366667,0.0641,0.971033333,0.812933333,0.0573,1.462233333,1.318066667,1.385466667,0.0971,0.3904,0.1039,0.0982,0.6974,0.356366667,0.321866667,0.316666667,0.333333333,0,0,0.436666667,0.013333333,0.023333333,0.98,0.97,0.976666667,0,0.183333333,0,0.956666667,0.28,0.063333333,0.076666667,0.255837063,0.136794327,-0.94711806,0.17853284,0.093358367,-0.969749703,0.221343333,0.118323333,0.956026869,0.479179598,0.363051263,0.162093918,0.500753211,0.455361295,0.108469329,0.409269697,0.71006401,0.42451166,0.140171622,0.308267095,0.175496782,0.195850158,0.786856011,0.344126735,0.38072697,0.465953429,0.472192165,0,0,0.496801363,0.114889312,0.151212122,0.140233918,0.170872246,0.151212122,0,0.387586075,0,0.203946569,0.449749094,0.24396849,0.266506362,0.055923101,0.052238114,0.079496967,0.052059068,0.056810411,0.080204017,0.050808633,0.055242779
8g4y_Math,0.112133333,0.056366667,0.833933333,0.044,0.842466667,0.7456,0.042933333,1.286666667,0.8765,1.403566667,0.111166667,0.4336,0.112466667,0.108033333,0.645466667,0.419933333,0.214733333,0,0,0,0.203333333,0.433333333,0.06,0,0.986666667,0.936666667,0.99,0.003333333,0.37,0.05,0.76,0.186666667,0.073333333,0.046666667,0.25183055,0.130645197,-0.953993527,0.163850413,0.088962687,-0.978684473,0.211973333,0.113396667,0.138322906,0.102424451,0.286840467,0.092692897,0.38303215,0.480263974,0.072004707,0.40198199,0.54432378,0.472106514,0.146649215,0.349664493,0.199529335,0.175138165,0.704777378,0.368748215,0.2987078,0,0,0,0.403150912,0.496363588,0.237883645,0,0.114889312,0.24396849,0.099664991,0.057735027,0.483610999,0.218309099,0.42779672,0.390294746,0.261118425,0.211276315,0.078096918,0.0529505,0.023198886,0.075678251,0.039540003,0.012227089,0.077398672,0.046539723
8g4y_Reading,0.406133333,0.189833333,0.477466667,0.083566667,0.791866667,0.5233,0.086566667,1.369566667,0.8926,1.342333333,0.137666667,0.732,0.118333333,0.1412,0.670966667,0.494266667,0.314066667,0.266666667,0.283333333,0,0.093333333,0.303333333,0.01,0.023333333,0.916666667,0.753333333,0.956666667,0,0.283333333,0.033333333,0.633333333,0.203333333,0.11,0.053333333,0.256957353,0.127483997,-0.954152757,0.17949671,0.08224061,-0.976321983,0.222413333,0.108416667,0.592990592,0.44366553,0.237652079,0.178611176,0.33002764,0.419866331,0.186531119,0.441050902,0.46171185,0.468738315,0.185717146,0.583388212,0.170104893,0.227698739,0.545251375,0.464615994,0.398331968,0.442955514,0.451369772,0,0.291385037,0.460466053,0.099664991,0.151212122,0.276847196,0.43179127,0.203946569,0,0.451369772,0.179805419,0.482699581,0.403150912,0.313412547,0.225072762,0.058065324,0.058864152,0.022386341,0.06276301,0.061153921,0.012644863,0.057237952,0.060495029
8g4y_Relax,0.087573333,0.059586667,0.514773333,0.033466667,1.35212,0.95832,0.0262,1.31476,1.52748,2.28776,0.099133333,0.270106667,0.060813333,0.05988,0.5852,0.26392,0.218693333,0.014666667,0.066666667,0,0,0.829333333,0.841333333,0,1,0.996,1,0,0.150666667,0,0.954666667,0.209333333,0.18,0.148,0.280437283,0.184557592,-0.940311693,0.170204773,0.126556351,-0.975968596,0.231,0.160825333,0.143014389,0.128348719,0.242610721,0.07150104,0.535492647,0.491844955,0.046020109,0.56384043,0.740157975,0.608798678,0.133448343,0.193701874,0.108116561,0.104333918,0.952889303,0.364831975,0.357243413,0.120294846,0.249610288,0,0,0.376468494,0.365608783,0,0,0.063161057,0,0,0.357962389,0,0.208173014,0.407104246,0.384443836,0.355336956,0.041996125,0.032666128,0.016756039,0.036917762,0.032124816,0.010370486,0.037408045,0.031696157
8g4y_Speaking,0.220466667,0.1738,0.568966667,0.103466667,2.173433333,1.526366667,0.058633333,2.492033333,2.6669,2.3612,0.232566667,0.637066667,0.133566667,0.1575,0.6597,0.427733333,0.256166667,0.083333333,0.1,0,0.03,1,0.083333333,0.016666667,1,1,1,0.17,0.29,0.116666667,0.836666667,0.303333333,0.103333333,0.116666667,0.29690032,0.15465034,-0.93580247,0.168757143,0.109044927,-0.97424643,0.239516667,0.137756667,0.577133195,0.538149524,0.263384072,0.241257815,0.579085785,0.741575516,0.114703918,0.61042082,0.661785406,0.414931868,0.317360159,0.519170353,0.217881896,0.272471808,0.566263565,0.405579229,0.358754309,0.276847196,0.300501253,0,0.170872246,0,0.276847196,0.128232996,0,0,0,0.376260424,0.454520218,0.321559051,0.370287183,0.460466053,0.304902346,0.321559051,0.079735622,0.066314994,0.038634214,0.084236434,0.053417941,0.023662265,0.084234283,0.062425212
8g4y_Stroop,0.057266667,0.0381,1.265966667,0.029633333,0.951466667,0.866233333,0.022866667,1.438033333,1.0005,1.598733333,0.0886,0.2509,0.076,0.0688,0.660633333,0.2318,0.137066667,0,0.02,0,0,0.61,0.06,0,0.99,0.99,1,0.02,0.086666667,0,1,0.19,0,0.013333333,0.25209636,0.13874201,-0.957078047,0.139645703,0.10380698,-0.984000183,0.199143333,0.124296667,0.062654723,0.066458854,0.165903019,0.061466462,0.291976053,0.334492296,0.037928584,0.232328188,0.41124749,0.390372083,0.125186309,0.212521547,0.114196334,0.109213791,0.534916552,0.175697635,0.211180934,0,0.140233918,0,0,0.48856489,0.237883645,0,0.099664991,0.099664991,0,0.140233918,0.281816057,0,0,0.392956379,0,0.114889312,0.027551199,0.019607098,0.007756556,0.032104088,0.020500282,0.004558247,0.024379033,0.018887857
8g4y_Video1,0.051068966,0.038597701,0.157022989,0.035724138,1.673390805,1.369827586,0.049988506,1.51337931,1.621114943,2.49037931,0.106310345,0.245908046,0.07654023,0.070402299,0.232448276,0.17708046,0.250310345,0.056321839,0.147126437,0,0.075862069,0.904597701,0.866666667,0,0.893103448,0.92183908,1,0,0.142528736,0.004597701,0.904597701,0.050574713,0.044827586,0.177011494,0.289682377,0.13653479,-0.945097445,0.173304436,0.099390806,-0.977652177,0.236397701,0.122093103,0.076574429,0.075385386,0.14972929,0.080833502,0.507235447,0.523898015,0.108771251,0.52659038,0.570638326,0.463011823,0.158321374,0.214639775,0.173167493,0.165311573,0.350142311,0.185678194,0.443568301,0.230674774,0.354435671,0,0.264929596,0.293938787,0.340130168,0,0.30915941,0.268579045,0,0,0.3497927,0.067689207,0.293938787,0.219253658,0.207044311,0.381897976,0.050047615,0.035251178,0.022151041,0.053699658,0.034860974,0.013759081,0.052439723,0.031844766
8g4y_Video2,0.049237288,0.034728814,0.057474576,0.037966102,1.325322034,1.221423729,0.027016949,1.169898305,1.191847458,2.11040678,0.06879661,0.190932203,0.074728814,0.039237288,0.207644068,0.199711864,0.098118644,0,0.005084746,0,0.301694915,0.655932203,0.73559322,0,0.779661017,0.879661017,1,0,0.145762712,0,0.927118644,0.028813559,0.011864407,0.018644068,0.273091293,0.10814559,-0.954996502,0.152875929,0.094253198,-0.982860102,0.216384746,0.104094915,0.062727437,0.068266265,0.073527851,0.082395783,0.421471448,0.390798677,0.048022876,0.382728552,0.518565814,0.479216435,0.089097013,0.138232766,0.12516547,0.066495552,0.216234268,0.183555948,0.156107205,0,0.071186235,0,0.459383038,0.475466418,0.441391038,0,0.414826927,0.325633592,0,0,0.353167589,0,0.260162225,0.167424156,0.108367647,0.135379209,0.034020066,0.021041292,0.010497392,0.03799812,0.015737151,0.006535151,0.034936072,0.015476401
8i4i_Breathing,0.3414,0.098622222,0.244044444,0.040544444,0.081366667,0.008322222,0.069366667,0.031488889,0.334611111,1.642766667,0.153522222,0.259722222,0.081766667,0.070577778,0.1949,0.284733333,0.116722222,0.371111111,0.195555556,0.237777778,0,0,0.035555556,0.025555556,0,0.264444444,1,0.104444444,0.062222222,0.003333333,0.212222222,0.007777778,0.002222222,0.067777778,-0.037858924,0.406586874,-0.909274192,-0.142239972,0.405392409,-0.898378787,-0.099503333,0.42228,0.51736179,0.213210251,0.147032486,0.099154564,0.083865318,0.026676627,0.123524164,0.067692008,0.11138507,0.29128844,0.190099016,0.182789626,0.118098067,0.102306545,0.157943862,0.208724171,0.171175451,0.48337073,0.396848293,0.425959044,0,0,0.185282222,0.157892905,0,0.441282162,0,0.306006285,0.241693036,0.05767077,0.409108686,0.087896918,0.047114227,0.251503943,0.044373628,0.061989572,0.025879388,0.060087078,0.059502609,0.034620532,0.043045685,0.067115406
8i4i_Counting1,0.264466667,0.061433333,1.546466667,0.0257,0.978466667,0.5663,0.0365,0.946166667,0.3405,2.1301,0.165333333,0.336533333,0.1267,0.112666667,0.5325,0.4429,0.129633333,0.25,0.106666667,1,0,1,0.996666667,0,0.66,0.77,1,0.03,0.033333333,0.026666667,0.343333333,0.173333333,0.043333333,0.103333333,-0.004661403,0.427203623,-0.902006167,-0.25061028,0.3905768,-0.882913943,-0.142546667,0.429856667,0.470192498,0.139015695,0.248339332,0.049693139,0.166143495,0.252035148,0.068276072,0.332626578,0.125812742,0.339460013,0.174824008,0.222573836,0.172840068,0.198742423,0.432343018,0.369575265,0.125765345,0.433736199,0.309204756,0,0,0,0.057735027,0,0.474500265,0.421535654,0,0.170872246,0.179805419,0.161376465,0.475614957,0.379167662,0.203946569,0.304902346,0.026582142,0.050498798,0.024828286,0.045405805,0.046115011,0.030593587,0.032437042,0.055373733
8i4i_Counting2,0.1682,0.046233333,1.234266667,0.026,0.802033333,0.707333333,0.0389,1.4344,0.4146,2.307666667,0.172166667,0.390366667,0.098933333,0.1077,0.634866667,0.415866667,0.280366667,0.143333333,0.046666667,0.573333333,0,0.98,0.913333333,0,0.796666667,0.733333333,1,0.1,0.123333333,0.01,0.083333333,0.28,0.03,0.23,-0.031254077,0.434932697,-0.89497027,-0.29244146,0.424056553,-0.850417847,-0.18369,0.457703333,0.241029203,0.091925585,0.308116181,0.054046926,0.195561619,0.364339631,0.059903406,0.526023106,0.163877065,0.407247744,0.186766999,0.295083797,0.153119826,0.176289449,0.532795036,0.323193071,0.386982407,0.35099794,0.211276315,0.495419375,0,0.140233918,0.281816057,0,0.403150912,0.442955514,0,0.300501253,0.329368843,0.099664991,0.276847196,0.449749094,0.170872246,0.421535654,0.067838199,0.059773533,0.027199556,0.079896551,0.054196071,0.046488112,0.057967589,0.066722873
